ML Catalog Number,Common Name,Date,Average Community Rating,Number of Ratings
631630293,Cinnamon Teal,2025-03-04,0.0,0
631630297,Cinnamon Teal,2025-03-04,0.0,0
631593790,American White Pelican,2025-03-03,0.0,0
631593788,Great Blue Heron,2025-03-03,0.0,0
631592669,American Coot,2025-03-03,0.0,0
631592673,California Gull,2025-03-03,0.0,0
631592674,California Gull,2025-03-03,0.0,0
631592661,Ruddy Duck,2025-03-03,0.0,0
631592659,Ruddy Duck,2025-03-03,0.0,0
631592660,Ruddy Duck,2025-03-03,0.0,0
631592668,American Coot,2025-03-03,0.0,0
631592662,Ruddy Duck,2025-03-03,0.0,0
631592658,Ruddy Duck,2025-03-03,0.0,0
631592663,Ruddy Duck,2025-03-03,0.0,0
631592657,Ruddy Duck,2025-03-03,0.0,0
631592638,Mallard,2025-03-03,0.0,0
631592634,Canada Goose,2025-03-03,0.0,0
631579510,Yellow-rumped Warbler,2025-03-03,0.0,0
631579511,Yellow-rumped Warbler,2025-03-03,0.0,0
631579502,Brewer's Blackbird,2025-03-03,0.0,0
631579497,Dark-eyed Junco (Slate-colored),2025-03-03,0.0,0
631579496,Dark-eyed Junco (Slate-colored),2025-03-03,5.0,1
631579491,European Starling,2025-03-03,0.0,0
631579487,Black Phoebe,2025-03-03,0.0,0
631579477,Acorn Woodpecker,2025-03-03,0.0,0
631579475,Acorn Woodpecker,2025-03-03,0.0,0
631579478,Acorn Woodpecker,2025-03-03,0.0,0
631579476,Acorn Woodpecker,2025-03-03,0.0,0
631579479,Acorn Woodpecker,2025-03-03,0.0,0
631579480,Acorn Woodpecker,2025-03-03,0.0,0
631579459,Great Egret,2025-03-03,0.0,0
631579458,Great Egret,2025-03-03,0.0,0
631579457,Great Egret,2025-03-03,0.0,0
631579416,Double-crested Cormorant,2025-03-03,0.0,0
631579418,Double-crested Cormorant,2025-03-03,0.0,0
631579413,Double-crested Cormorant,2025-03-03,0.0,0
631579412,Double-crested Cormorant,2025-03-03,0.0,0
631579389,Mourning Dove,2025-03-03,0.0,0
631579385,Hooded Merganser,2025-03-03,0.0,0
631579384,Hooded Merganser,2025-03-03,0.0,0
631579383,Hooded Merganser,2025-03-03,0.0,0
631579386,Hooded Merganser,2025-03-03,0.0,0
631579380,Hooded Merganser,2025-03-03,0.0,0
631579379,Hooded Merganser,2025-03-03,0.0,0
631579359,Mallard (Domestic type),2025-03-03,0.0,0
631579360,Mallard (Domestic type),2025-03-03,0.0,0
631579358,Mallard (Domestic type),2025-03-03,0.0,0
631579336,Wood Duck,2025-03-03,0.0,0
631579335,Wood Duck,2025-03-03,0.0,0
631579306,Wood Duck,2025-03-03,0.0,0
631579300,Wood Duck,2025-03-03,0.0,0
631579303,Wood Duck,2025-03-03,0.0,0
631579305,Wood Duck,2025-03-03,0.0,0
631579302,Wood Duck,2025-03-03,0.0,0
631579301,Wood Duck,2025-03-03,0.0,0
631579298,Wood Duck,2025-03-03,0.0,0
631579278,Muscovy Duck (Domestic type),2025-03-03,0.0,0
631569752,Gadwall (Common),2025-03-02,0.0,0
631569755,American Wigeon,2025-03-02,0.0,0
631569750,Gadwall (Common),2025-03-02,0.0,0
631569756,American Wigeon,2025-03-02,0.0,0
631569751,Gadwall (Common),2025-03-02,0.0,0
631569754,American Wigeon,2025-03-02,0.0,0
631549999,Short-billed Gull,2025-03-02,1.0,1
631529423,Song Sparrow,2025-03-02,0.0,0
631529422,Song Sparrow,2025-03-02,0.0,0
631529396,Golden-crowned Sparrow,2025-03-02,0.0,0
631529319,House Finch,2025-03-02,0.0,0
631529318,House Finch,2025-03-02,3.0,1
631529311,Black Phoebe,2025-03-02,0.0,0
631529308,Northern Harrier,2025-03-02,0.0,0
631529304,Northern Harrier,2025-03-02,0.0,0
631529306,Northern Harrier,2025-03-02,0.0,0
631529305,Northern Harrier,2025-03-02,3.5,2
631529303,Northern Harrier,2025-03-02,0.0,0
631529290,Great Egret,2025-03-02,0.0,0
631529288,Great Egret,2025-03-02,0.0,0
631529277,Snowy Egret,2025-03-02,0.0,0
631529276,Snowy Egret,2025-03-02,0.0,0
631529274,Snowy Egret,2025-03-02,0.0,0
631529273,Snowy Egret,2025-03-02,0.0,0
631529275,Snowy Egret,2025-03-02,0.0,0
631529269,Ring-billed Gull,2025-03-02,0.0,0
631529255,Least Sandpiper,2025-03-02,0.0,0
631529253,Least Sandpiper,2025-03-02,0.0,0
631529238,Greater Yellowlegs,2025-03-02,0.0,0
631529236,Greater Yellowlegs,2025-03-02,3.0,1
631529225,Marbled Godwit,2025-03-02,0.0,0
631529217,Marbled Godwit,2025-03-02,0.0,0
631529224,Marbled Godwit,2025-03-02,0.0,0
631529216,Marbled Godwit,2025-03-02,0.0,0
631529201,Long-billed Curlew,2025-03-02,0.0,0
631529199,Long-billed Curlew,2025-03-02,0.0,0
631529200,Long-billed Curlew,2025-03-02,0.0,0
631529192,Long-billed Curlew,2025-03-02,0.0,0
631529175,Killdeer,2025-03-02,0.0,0
631529174,Killdeer,2025-03-02,0.0,0
631529172,Killdeer,2025-03-02,0.0,0
631529152,American Avocet,2025-03-02,0.0,0
631529132,Black-necked Stilt,2025-03-02,0.0,0
631529122,American Coot,2025-03-02,0.0,0
631529108,Canvasback,2025-03-02,0.0,0
631529109,Canvasback,2025-03-02,0.0,0
631529110,Canvasback,2025-03-02,4.0,1
631529093,Green-winged Teal,2025-03-02,3.2,5
631529095,Green-winged Teal,2025-03-02,0.0,0
631529096,Green-winged Teal,2025-03-02,0.0,0
631486397,Marsh Wren,2025-03-01,0.0,0
631486086,Yellow-rumped Warbler (Audubon's),2025-03-01,0.0,0
631485995,Song Sparrow,2025-03-01,0.0,0
631485962,Golden-crowned Sparrow,2025-03-01,0.0,0
631485921,Western Bluebird,2025-03-01,0.0,0
631485920,Western Bluebird,2025-03-01,0.0,0
631485919,Western Bluebird,2025-03-01,0.0,0
631485903,Turkey Vulture,2025-03-01,0.0,0
631485895,Pied-billed Grebe,2025-03-01,0.0,0
631485867,Ring-billed Gull,2025-03-01,0.0,0
631485857,Least Sandpiper,2025-03-01,3.5,2
631485839,Killdeer,2025-03-01,4.0,1
631485833,Black-necked Stilt,2025-03-01,0.0,0
631485821,American Coot,2025-03-01,0.0,0
631485820,American Coot,2025-03-01,0.0,0
631485802,Anna's Hummingbird,2025-03-01,0.0,0
631485801,Anna's Hummingbird,2025-03-01,0.0,0
631485791,Bufflehead,2025-03-01,0.0,0
631485790,Bufflehead,2025-03-01,0.0,0
631485789,Bufflehead,2025-03-01,0.0,0
631485767,Green-winged Teal,2025-03-01,4.5,2
631485769,Green-winged Teal,2025-03-01,5.0,1
631485768,Green-winged Teal,2025-03-01,4.0,1
631485737,Mute Swan,2025-03-01,4.5,2
631485736,Mute Swan,2025-03-01,0.0,0
631485711,Canada Goose,2025-03-01,0.0,0
631484751,California Towhee,2025-03-01,0.0,0
631484752,California Towhee,2025-03-01,0.0,0
631484743,Song Sparrow,2025-03-01,0.0,0
631484742,Song Sparrow,2025-03-01,0.0,0
631484741,Song Sparrow,2025-03-01,0.0,0
631484740,Song Sparrow,2025-03-01,0.0,0
631484707,White-crowned Sparrow,2025-03-01,0.0,0
631484708,White-crowned Sparrow,2025-03-01,0.0,0
631484665,House Finch,2025-03-01,0.0,0
631484644,Black Phoebe,2025-03-01,0.0,0
631484643,Black Phoebe,2025-03-01,0.0,0
631484645,Black Phoebe,2025-03-01,0.0,0
631484620,Northern Harrier,2025-03-01,0.0,0
631484621,Northern Harrier,2025-03-01,0.0,0
631484604,American White Pelican,2025-03-01,0.0,0
631484582,Great Egret,2025-03-01,0.0,0
631484572,Snowy Egret,2025-03-01,4.5,2
631484535,Ring-billed Gull,2025-03-01,0.0,0
631484534,Ring-billed Gull,2025-03-01,0.0,0
631484533,Ring-billed Gull,2025-03-01,0.0,0
631484417,Dunlin,2025-03-01,4.33,3
631484413,Greater Yellowlegs,2025-03-01,0.0,0
631484399,Willet,2025-03-01,0.0,0
631484398,Willet,2025-03-01,0.0,0
631484389,Marbled Godwit,2025-03-01,0.0,0
631484381,Long-billed Curlew,2025-03-01,0.0,0
631484368,American Avocet,2025-03-01,0.0,0
631484371,American Avocet,2025-03-01,0.0,0
631484370,American Avocet,2025-03-01,0.0,0
631484369,American Avocet,2025-03-01,0.0,0
631484329,Black-necked Stilt,2025-03-01,0.0,0
631484228,American Coot,2025-03-01,0.0,0
631484208,Mallard (Domestic type),2025-03-01,0.0,0
631484087,Canvasback,2025-03-01,0.0,0
631484085,Canvasback,2025-03-01,0.0,0
631484086,Canvasback,2025-03-01,0.0,0
631484083,Canvasback,2025-03-01,0.0,0
631484084,Canvasback,2025-03-01,0.0,0
631483946,Green-winged Teal,2025-03-01,0.0,0
631483944,Green-winged Teal,2025-03-01,0.0,0
631483943,Green-winged Teal,2025-03-01,0.0,0
631483945,Green-winged Teal,2025-03-01,0.0,0
631483900,Mallard (Domestic type),2025-03-01,0.0,0
631483901,Mallard (Domestic type),2025-03-01,0.0,0
631483899,Mallard (Domestic type),2025-03-01,0.0,0
631483892,Mallard,2025-03-01,0.0,0
631483673,Northern Shoveler,2025-03-01,0.0,0
631483674,Northern Shoveler,2025-03-01,0.0,0
631483672,Northern Shoveler,2025-03-01,0.0,0
631483638,Canada Goose,2025-03-01,0.0,0
631411086,Red-shouldered Hawk (elegans),2025-02-28,0.0,0
631411025,Yellow-rumped Warbler,2025-02-28,0.0,0
631411019,Phainopepla,2025-02-28,0.0,0
631411018,Phainopepla,2025-02-28,0.0,0
631411017,Phainopepla,2025-02-28,0.0,0
631411012,Northern Mockingbird,2025-02-28,0.0,0
631410995,Violet-green Swallow,2025-02-28,0.0,0
631410993,California Scrub-Jay,2025-02-28,0.0,0
631410990,Say's Phoebe,2025-02-28,0.0,0
631410991,Say's Phoebe,2025-02-28,0.0,0
631410983,Black Phoebe,2025-02-28,0.0,0
631410978,American Kestrel,2025-02-28,0.0,0
631410976,American Kestrel,2025-02-28,0.0,0
631410977,American Kestrel,2025-02-28,0.0,0
631410971,Northern Flicker,2025-02-28,0.0,0
631410968,Acorn Woodpecker,2025-02-28,0.0,0
631410964,Acorn Woodpecker,2025-02-28,0.0,0
631410966,Acorn Woodpecker,2025-02-28,0.0,0
631410965,Acorn Woodpecker,2025-02-28,0.0,0
631410962,Red-tailed Hawk,2025-02-28,0.0,0
631410961,Turkey Vulture,2025-02-28,0.0,0
631410960,Turkey Vulture,2025-02-28,0.0,0
631410956,Great Blue Heron,2025-02-28,0.0,0
631410952,Double-crested Cormorant,2025-02-28,0.0,0
631410954,Double-crested Cormorant,2025-02-28,0.0,0
631410953,Double-crested Cormorant,2025-02-28,0.0,0
631410945,American Coot,2025-02-28,0.0,0
631410944,American Coot,2025-02-28,0.0,0
631410932,Mourning Dove,2025-02-28,0.0,0
631410931,Mourning Dove,2025-02-28,0.0,0
631410930,Mourning Dove,2025-02-28,0.0,0
631410924,Common Goldeneye,2025-02-28,0.0,0
631410919,Bufflehead,2025-02-28,0.0,0
631410918,Bufflehead,2025-02-28,0.0,0
631410916,Ring-necked Duck,2025-02-28,0.0,0
631410914,Ring-necked Duck,2025-02-28,0.0,0
631410915,Ring-necked Duck,2025-02-28,0.0,0
631410906,Mallard,2025-02-28,0.0,0
631410898,Gadwall,2025-02-28,0.0,0
631410884,Cinnamon Teal,2025-02-28,0.0,0
631410886,Cinnamon Teal,2025-02-28,0.0,0
631410885,Cinnamon Teal,2025-02-28,0.0,0
631379633,Northern Mockingbird,2025-02-27,2.0,1
631379632,Mourning Dove,2025-02-27,0.0,0
631379540,Yellow-rumped Warbler (Audubon's),2025-02-27,0.0,0
631379537,European Starling,2025-02-27,2.5,2
631379538,European Starling,2025-02-27,0.0,0
631379536,European Starling,2025-02-27,0.0,0
631379520,Northern Flicker,2025-02-27,0.0,0
631379521,Northern Flicker,2025-02-27,0.0,0
631379513,Red-shouldered Hawk (elegans),2025-02-27,0.0,0
631379514,Red-shouldered Hawk (elegans),2025-02-27,0.0,0
631379511,Red-shouldered Hawk (elegans),2025-02-27,0.0,0
631379512,Red-shouldered Hawk (elegans),2025-02-27,0.0,0
631379510,Red-shouldered Hawk (elegans),2025-02-27,0.0,0
631379458,Western Meadowlark,2025-02-27,0.0,0
631379450,House Finch,2025-02-27,3.0,1
631379446,American Robin,2025-02-27,4.0,1
631379442,Northern Mockingbird,2025-02-27,2.0,1
631379429,Acorn Woodpecker,2025-02-27,1.0,1
631379423,Eurasian Collared-Dove,2025-02-27,2.0,1
631332855,Lesser Goldfinch,2025-02-26,0.0,0
631332856,Lesser Goldfinch,2025-02-26,0.0,0
631332853,Lesser Goldfinch,2025-02-26,0.0,0
631332852,Lesser Goldfinch,2025-02-26,0.0,0
631332834,Ruby-crowned Kinglet,2025-02-26,0.0,0
631332820,Nuttall's Woodpecker,2025-02-26,0.0,0
631332822,Black Phoebe,2025-02-26,0.0,0
631332821,Nuttall's Woodpecker,2025-02-26,0.0,0
631332819,Nuttall's Woodpecker,2025-02-26,0.0,0
631332751,Anna's Hummingbird,2025-02-26,0.0,0
631332752,Anna's Hummingbird,2025-02-26,0.0,0
631332753,Anna's Hummingbird,2025-02-26,0.0,0
631332780,Acorn Woodpecker,2025-02-26,0.0,0
631332779,Acorn Woodpecker,2025-02-26,0.0,0
631332743,Anna's Hummingbird,2025-02-26,0.0,0
631332745,Anna's Hummingbird,2025-02-26,0.0,0
631332776,Acorn Woodpecker,2025-02-26,0.0,0
631332775,Acorn Woodpecker,2025-02-26,0.0,0
631332754,Anna's Hummingbird,2025-02-26,0.0,0
631332742,Anna's Hummingbird,2025-02-26,0.0,0
631332716,Common Goldeneye,2025-02-26,0.0,0
631332707,Bufflehead,2025-02-26,0.0,0
631332481,Mallard,2025-02-26,0.0,0
631332199,Mallard (Domestic type),2025-02-26,0.0,0
631332186,American Wigeon,2025-02-26,0.0,0
631329079,Mourning Dove,2024-08-20,0.0,0
631328884,Western x Glaucous-winged Gull (hybrid),2024-08-08,0.0,0
631328883,Western x Glaucous-winged Gull (hybrid),2024-08-08,0.0,0
631328556,California Quail,2025-02-14,3.0,1
631328557,California Quail,2025-02-14,0.0,0
631328408,Rock Wren,2025-01-31,0.0,0
631328407,Rock Wren,2025-01-31,0.0,0
631328397,Ruby-crowned Kinglet,2025-01-31,0.0,0
631328372,Common Raven,2025-01-31,0.0,0
631328097,Yellow-rumped Warbler (Myrtle x Audubon's),2025-01-21,0.0,0
631296758,Bufflehead,2025-02-25,0.0,0
631296764,Mallard,2025-02-25,0.0,0
631296757,Bufflehead,2025-02-25,0.0,0
631296756,Bufflehead,2025-02-25,0.0,0
631296755,Bufflehead,2025-02-25,0.0,0
631296768,Western Gull,2025-02-25,0.0,0
631296736,American Coot,2025-02-25,0.0,0
631296574,Great Blue Heron,2025-02-25,0.0,0
631296577,Great Blue Heron,2025-02-25,0.0,0
631296576,Great Blue Heron,2025-02-25,0.0,0
631296578,Great Blue Heron,2025-02-25,0.0,0
631296575,Great Blue Heron,2025-02-25,0.0,0
631296594,Say's Phoebe,2025-02-25,0.0,0
631296590,Red-tailed Hawk,2025-02-25,0.0,0
631296589,Red-tailed Hawk,2025-02-25,0.0,0
631296581,Great Blue Heron,2025-02-25,0.0,0
631296580,Great Blue Heron,2025-02-25,0.0,0
631296579,Great Blue Heron,2025-02-25,0.0,0
631232651,California Scrub-Jay,2025-02-24,0.0,0
631232652,California Scrub-Jay,2025-02-24,0.0,0
631232645,Northern Flicker,2025-02-24,0.0,0
631232644,Northern Flicker,2025-02-24,0.0,0
631232595,Acorn Woodpecker,2025-02-24,0.0,0
631232594,Acorn Woodpecker,2025-02-24,0.0,0
631232596,Acorn Woodpecker,2025-02-24,0.0,0
631232576,Turkey Vulture,2025-02-24,0.0,0
631232571,Great Egret,2025-02-24,0.0,0
631232569,Great Egret,2025-02-24,0.0,0
631232570,Great Egret,2025-02-24,0.0,0
631232568,Great Egret,2025-02-24,0.0,0
631232562,Snowy Egret,2025-02-24,0.0,0
631232558,Snowy Egret,2025-02-24,0.0,0
631232559,Snowy Egret,2025-02-24,0.0,0
631232557,Snowy Egret,2025-02-24,0.0,0
631232547,American Coot,2025-02-24,0.0,0
631232549,American Coot,2025-02-24,0.0,0
631232530,Common Goldeneye,2025-02-24,0.0,0
631232529,Common Goldeneye,2025-02-24,0.0,0
631232460,Cooper's Hawk,2025-02-24,0.0,0
631196577,Muscovy Duck (Domestic type),2024-11-04,2.0,1
631196368,Spotted Towhee,2024-09-13,0.0,0
631196367,Spotted Towhee,2024-09-13,0.0,0
631196303,Dark-eyed Junco,2024-09-13,0.0,0
631196193,cormorant sp.,2024-09-07,0.0,0
631196197,Brown Pelican,2024-09-07,0.0,0
631192841,Great Egret,2024-08-29,0.0,0
631192624,Western Gull,2024-08-24,3.0,1
631192587,Steller's Jay,2024-07-28,3.0,1
631192516,Black Oystercatcher,2023-08-30,0.0,0
631192372,Steller's Jay,2023-08-21,0.0,0
631192323,Eastern Screech-Owl,2021-06-13,3.0,1
631191980,Heermann's Gull,2018-01-10,1.0,1
631179127,Great Blue Heron,2025-02-23,0.0,0
631179114,Phainopepla,2025-02-23,0.0,0
631179102,Phainopepla,2025-02-23,0.0,0
631179095,Tree Swallow,2025-02-23,0.0,0
631179096,Tree Swallow,2025-02-23,0.0,0
631179084,Nuttall's Woodpecker,2025-02-23,0.0,0
631179083,Nuttall's Woodpecker,2025-02-23,0.0,0
631179065,Turkey Vulture,2025-02-23,0.0,0
631179064,Turkey Vulture,2025-02-23,0.0,0
631179049,American White Pelican,2025-02-23,0.0,0
631179048,American White Pelican,2025-02-23,0.0,0
631179047,American White Pelican,2025-02-23,0.0,0
631179028,Great Blue Heron,2025-02-23,0.0,0
631179020,Snowy Egret,2025-02-23,0.0,0
631179017,Snowy Egret,2025-02-23,0.0,0
631179018,Snowy Egret,2025-02-23,0.0,0
631179019,Snowy Egret,2025-02-23,0.0,0
631178943,Pied-billed Grebe,2025-02-23,0.0,0
631178942,Pied-billed Grebe,2025-02-23,0.0,0
631178941,Pied-billed Grebe,2025-02-23,0.0,0
631178930,Anna's Hummingbird,2025-02-23,0.0,0
631178929,Anna's Hummingbird,2025-02-23,0.0,0
631178923,Mallard,2025-02-23,0.0,0
631178921,Mallard,2025-02-23,0.0,0
631138227,Little Blue Heron,2024-11-04,0.0,0
631138193,Red-bellied Woodpecker,2024-11-04,0.0,0
631138192,Red-bellied Woodpecker,2024-11-04,0.0,0
631138189,Great Egret,2024-11-04,0.0,0
631138178,Great Egret,2024-11-04,0.0,0
631138175,Great Egret,2024-11-04,0.0,0
631138177,Great Egret,2024-11-04,0.0,0
631138176,Great Egret,2024-11-04,0.0,0
631138171,White Ibis,2024-11-04,0.0,0
631138170,White Ibis,2024-11-04,0.0,0
631138163,White Ibis,2024-11-04,0.0,0
631138164,White Ibis,2024-11-04,0.0,0
631138118,Common Gallinule,2024-11-04,0.0,0
631138119,Common Gallinule,2024-11-04,0.0,0
631138089,House Finch,2025-02-18,0.0,0
631138090,House Finch,2025-02-18,0.0,0
631138087,Great Blue Heron,2025-02-18,0.0,0
631138083,Great Egret,2025-02-18,0.0,0
631138084,Great Egret,2025-02-18,0.0,0
631138045,Eared Grebe,2025-02-18,0.0,0
631138046,Eared Grebe,2025-02-18,0.0,0
631138041,Pied-billed Grebe,2025-02-18,0.0,0
631138038,Western Gull,2025-02-18,0.0,0
631137991,Red-tailed Hawk,2025-02-19,0.0,0
631137992,Red-tailed Hawk,2025-02-19,0.0,0
631137993,Red-tailed Hawk,2025-02-19,0.0,0
631137990,Red-tailed Hawk,2025-02-19,0.0,0
631137986,Great Blue Heron,2025-02-19,0.0,0
631137977,Greater Yellowlegs,2025-02-19,0.0,0
631137976,Greater Yellowlegs,2025-02-19,0.0,0
631137969,Great Egret,2025-02-19,0.0,0
631137953,Snowy Egret,2025-02-19,0.0,0
631137922,Greater Yellowlegs,2025-02-19,0.0,0
631137921,Greater Yellowlegs,2025-02-19,0.0,0
631137925,Greater Yellowlegs,2025-02-19,0.0,0
631137924,Greater Yellowlegs,2025-02-19,0.0,0
631137923,Greater Yellowlegs,2025-02-19,0.0,0
631137926,Greater Yellowlegs,2025-02-19,0.0,0
631137920,Greater Yellowlegs,2025-02-19,0.0,0
631137865,Common Raven,2025-02-21,4.0,1
631137864,Common Raven,2025-02-21,4.0,1
631137852,Black Phoebe,2025-02-21,3.0,1
631137850,Black Phoebe,2025-02-21,2.0,1
631137851,Black Phoebe,2025-02-21,2.0,1
631137554,Western Meadowlark,2025-02-17,0.0,0
631137555,Western Meadowlark,2025-02-17,0.0,0
631137553,Western Meadowlark,2025-02-17,0.0,0
631137541,Savannah Sparrow,2025-02-17,0.0,0
631137535,White-crowned Sparrow,2025-02-17,0.0,0
631137534,White-crowned Sparrow,2025-02-17,0.0,0
631137533,White-crowned Sparrow,2025-02-17,0.0,0
631137504,Say's Phoebe,2025-02-17,0.0,0
631137499,American Kestrel,2025-02-17,0.0,0
631137500,American Kestrel,2025-02-17,0.0,0
631137490,Red-tailed Hawk,2025-02-17,0.0,0
631137489,Red-tailed Hawk,2025-02-17,0.0,0
631137488,Red-tailed Hawk,2025-02-17,0.0,0
631137486,Red-tailed Hawk,2025-02-17,0.0,0
631137487,Red-tailed Hawk,2025-02-17,0.0,0
631137485,Red-tailed Hawk,2025-02-17,0.0,0
631137479,Northern Harrier,2025-02-17,0.0,0
631137478,Northern Harrier,2025-02-17,0.0,0
631137457,Great Blue Heron,2025-02-17,0.0,0
631137459,Great Blue Heron,2025-02-17,0.0,0
631137456,Great Blue Heron,2025-02-17,0.0,0
631137450,Great Egret,2025-02-17,0.0,0
631137449,Great Egret,2025-02-17,0.0,0
631137442,Double-crested Cormorant,2025-02-17,0.0,0
631137433,Greater Yellowlegs,2025-02-17,0.0,0
631137389,Killdeer,2025-02-17,0.0,0
631137388,Killdeer,2025-02-17,0.0,0
631137380,Black-necked Stilt,2025-02-17,0.0,0
631137381,Black-necked Stilt,2025-02-17,0.0,0
631137312,American Coot,2025-02-17,0.0,0
631137313,American Coot,2025-02-17,0.0,0
631137275,Northern Shoveler,2025-02-17,0.0,0
631136703,Ring-necked Duck,2025-02-22,0.0,0
631136702,Ring-necked Duck,2025-02-22,0.0,0
631136698,Double-crested Cormorant,2025-02-22,0.0,0
631136699,Double-crested Cormorant,2025-02-22,0.0,0
631136645,Phainopepla,2025-02-22,0.0,0
631136642,Phainopepla,2025-02-22,0.0,0
631136633,Tree Swallow,2025-02-22,0.0,0
631136624,Red-tailed Hawk,2025-02-22,0.0,0
631136631,California Scrub-Jay,2025-02-22,0.0,0
631136618,Double-crested Cormorant,2025-02-22,0.0,0
631136617,Double-crested Cormorant,2025-02-22,0.0,0
631136621,Great Blue Heron,2025-02-22,0.0,0
631136611,Hooded Merganser,2025-02-22,0.0,0
631136610,Hooded Merganser,2025-02-22,0.0,0
631136606,Common Goldeneye,2025-02-22,0.0,0
631136609,Hooded Merganser,2025-02-22,0.0,0
631136603,Bufflehead,2025-02-22,0.0,0
631136594,Ring-necked Duck,2025-02-22,0.0,0
631136595,Ring-necked Duck,2025-02-22,0.0,0
631136591,American Wigeon,2025-02-22,0.0,0
